"model_lab","time","Scenario","ScenarioSubtitle","Scenario_plain","RMSE"
"DPM",4,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.00937207158523351
"DPM",4,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.0266041719093896
"DPM",4,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.0118146598132917
"DPM",4,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.0474006021657143
"DPM",4,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.0128547828178981
"DPM",4,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.00246939850138051
"DPM",4,"Scenario~6","Chaotic~Effects","Scenario 6",0.027710971191422
"DPM",5,"Scenario~0","No~Confounding","Scenario 0",7.37205170185853e-09
"DPM",5,"Scenario~1","Stable~Confounder~Effects","Scenario 1",1.02454124292159e-08
"DPM",5,"Scenario~2","Step","Scenario 2",0.0183638540293477
"DPM",5,"Scenario~3*italic('A')","Linear","Scenario 3A",0.0219002671870272
"DPM",5,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.00755362701326428
"DPM",5,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.00977631176368508
"DPM",5,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.0274340837449071
"DPM",5,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.011376961346255
"DPM",5,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.0545951086236804
"DPM",5,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.00365875227634544
"DPM",5,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.00231530406368737
"DPM",5,"Scenario~6","Chaotic~Effects","Scenario 6",0.0435340997780413
"DPM-free",2,"Scenario~0","No~Confounding","Scenario 0",0.00396423026139374
"DPM-free",2,"Scenario~1","Stable~Confounder~Effects","Scenario 1",1.01887653626041e-08
"DPM-free",2,"Scenario~2","Step","Scenario 2",6.22746786103892e-09
"DPM-free",2,"Scenario~3*italic('A')","Linear","Scenario 3A",1.43942505637803e-08
"DPM-free",2,"Scenario~3*italic('B')","Proportional","Scenario 3B",2.24601521965834e-09
"DPM-free",2,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.0257363265848653
"DPM-free",2,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.0496607756142959
"DPM-free",2,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.019060232963985
"DPM-free",2,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.0360195902597195
"DPM-free",2,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.0020920546770392
"DPM-free",2,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.00225412424170862
"DPM-free",2,"Scenario~6","Chaotic~Effects","Scenario 6",0.0496602602505311
"DPM-free",3,"Scenario~0","No~Confounding","Scenario 0",0.0755584772405276
"DPM-free",3,"Scenario~1","Stable~Confounder~Effects","Scenario 1",1.4946469088448e-08
"DPM-free",3,"Scenario~2","Step","Scenario 2",5.36144430322015e-09
"DPM-free",3,"Scenario~3*italic('A')","Linear","Scenario 3A",2.90395100998282e-09
"DPM-free",3,"Scenario~3*italic('B')","Proportional","Scenario 3B",7.8464124362129e-10
"DPM-free",3,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.00420502100671429
"DPM-free",3,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.00235459328107144
"DPM-free",3,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.00668065070915132
"DPM-free",3,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.0158012658124363
"DPM-free",3,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.00112733918132682
"DPM-free",3,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.0013540358481603
"DPM-free",3,"Scenario~6","Chaotic~Effects","Scenario 6",0.109871282202989
"DPM-free",4,"Scenario~0","No~Confounding","Scenario 0",5.55123556322366e-08
"DPM-free",4,"Scenario~1","Stable~Confounder~Effects","Scenario 1",1.39776829728314e-08
"DPM-free",4,"Scenario~2","Step","Scenario 2",3.28638016988105e-09
"DPM-free",4,"Scenario~3*italic('A')","Linear","Scenario 3A",3.96196898189472e-09
"DPM-free",4,"Scenario~3*italic('B')","Proportional","Scenario 3B",2.14404576836364e-09
"DPM-free",4,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.00589159846846321
"DPM-free",4,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.00404164275077908
"DPM-free",4,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.0047618293509041
"DPM-free",4,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.0121096305686259
"DPM-free",4,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.00332409816620136
"DPM-free",4,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.00447942453315251
"DPM-free",4,"Scenario~6","Chaotic~Effects","Scenario 6",0.0299987233799877
"DPM-free",5,"Scenario~0","No~Confounding","Scenario 0",6.71339354560557e-09
"DPM-free",5,"Scenario~1","Stable~Confounder~Effects","Scenario 1",1.88062729975071e-08
"DPM-free",5,"Scenario~2","Step","Scenario 2",4.99905114183909e-09
"DPM-free",5,"Scenario~3*italic('A')","Linear","Scenario 3A",1.463456002867e-08
