"model_lab","time","Scenario","ScenarioSubtitle","Scenario_plain","RMSE"
"RICLPM-free",3,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.00089368073634416
"RICLPM-free",3,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.00249030405663769
"RICLPM-free",3,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.00563909715412554
"RICLPM-free",3,"Scenario~6","Chaotic~Effects","Scenario 6",0.0237233646741461
"RICLPM-free",4,"Scenario~0","No~Confounding","Scenario 0",6.93851551214486e-09
"RICLPM-free",4,"Scenario~1","Stable~Confounder~Effects","Scenario 1",2.71280467534218e-08
"RICLPM-free",4,"Scenario~2","Step","Scenario 2",0.0101087476878192
"RICLPM-free",4,"Scenario~3*italic('A')","Linear","Scenario 3A",0.0120525893259056
"RICLPM-free",4,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.00634786225265643
"RICLPM-free",4,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.00828481230517245
"RICLPM-free",4,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.0143317571446848
"RICLPM-free",4,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.011783205883071
"RICLPM-free",4,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.00540182518105994
"RICLPM-free",4,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.00924464311649675
"RICLPM-free",4,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.00113287128990153
"RICLPM-free",4,"Scenario~6","Chaotic~Effects","Scenario 6",0.0310618343542889
"RICLPM-free",5,"Scenario~0","No~Confounding","Scenario 0",7.80189052251856e-10
"RICLPM-free",5,"Scenario~1","Stable~Confounder~Effects","Scenario 1",6.79244048507055e-09
"RICLPM-free",5,"Scenario~2","Step","Scenario 2",0.0187495753267405
"RICLPM-free",5,"Scenario~3*italic('A')","Linear","Scenario 3A",0.0280516855436105
"RICLPM-free",5,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.00707169949140163
"RICLPM-free",5,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.00903844126946517
"RICLPM-free",5,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.0219325372289413
"RICLPM-free",5,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.0264047206135601
"RICLPM-free",5,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.0304164125543325
"RICLPM-free",5,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.0170543149874724
"RICLPM-free",5,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.0320780322731588
"RICLPM-free",5,"Scenario~6","Chaotic~Effects","Scenario 6",0.0220918013989768
