"model_lab","time","Scenario","ScenarioSubtitle","Scenario_plain","RMSE"
"RICLPM-free",3,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.00863025392589448
"RICLPM-free",3,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.00221629058935058
"RICLPM-free",3,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.018091464538173
"RICLPM-free",3,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.00206529910715883
"RICLPM-free",3,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.020503103884627
"RICLPM-free",3,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.000608408021327795
"RICLPM-free",3,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.00138892647199033
"RICLPM-free",3,"Scenario~6","Chaotic~Effects","Scenario 6",0.188030825048875
"RICLPM-free",4,"Scenario~0","No~Confounding","Scenario 0",6.61294735637216e-09
"RICLPM-free",4,"Scenario~1","Stable~Confounder~Effects","Scenario 1",4.65396439976131e-09
"RICLPM-free",4,"Scenario~2","Step","Scenario 2",0.0164784340721261
"RICLPM-free",4,"Scenario~3*italic('A')","Linear","Scenario 3A",0.0178499281095835
"RICLPM-free",4,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.00431509464448218
"RICLPM-free",4,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.00341579664247209
"RICLPM-free",4,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.0250021690062476
"RICLPM-free",4,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.00602702486947592
"RICLPM-free",4,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.00959052753085387
"RICLPM-free",4,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.00225683310289054
"RICLPM-free",4,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.00324986738430565
"RICLPM-free",4,"Scenario~6","Chaotic~Effects","Scenario 6",0.101743370670469
"RICLPM-free",5,"Scenario~0","No~Confounding","Scenario 0",5.59403179710408e-10
"RICLPM-free",5,"Scenario~1","Stable~Confounder~Effects","Scenario 1",5.10031274849358e-09
"RICLPM-free",5,"Scenario~2","Step","Scenario 2",0.0197857119576813
"RICLPM-free",5,"Scenario~3*italic('A')","Linear","Scenario 3A",0.0256582638528037
"RICLPM-free",5,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.00441661116274832
"RICLPM-free",5,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.00308444327367808
"RICLPM-free",5,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.0343578250725227
"RICLPM-free",5,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.0126481092292718
"RICLPM-free",5,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.0147716548596039
"RICLPM-free",5,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.000591740883434392
"RICLPM-free",5,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.000874794603500175
"RICLPM-free",5,"Scenario~6","Chaotic~Effects","Scenario 6",0.150896669056964
